City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,taksimo,56.3444,114.8794,6.3,90,100,0.96,RU,1732325333
366,stolbovaya,55.2528,37.4853,33.06,89,100,14.76,RU,1732325334
367,armacao de buzios,-22.7469,-41.8817,68.16,87,100,15.59,BR,1732325335
368,mocajuba,-2.5842,-49.5072,81.84,64,2,4.68,BR,1732325191
369,dalandzadgad,43.5708,104.425,30.74,38,26,0.34,MN,1732325338
370,san patricio,28.017,-97.5169,64.35,48,2,7.83,US,1732325339
371,horta,38.5333,-28.6333,69.03,92,100,23.0,PT,1732325340
372,karratha,-20.7377,116.8463,86.59,39,26,4.16,AU,1732325342
373,monywa,22.1167,95.1333,69.42,84,0,4.76,MM,1732325343
374,mishkino,55.3389,63.9175,24.64,80,63,13.24,RU,1732325344
375,isangel,-19.55,169.2667,80.53,77,100,10.94,VU,1732325346
376,puerto santa,-8.9906,-78.6456,65.17,87,16,9.55,PE,1732325347
377,vila franca do campo,37.7167,-25.4333,68.41,99,100,13.96,PT,1732325348
378,sukumo,32.9333,132.7333,56.39,59,100,4.56,JP,1732325349
379,gering,41.8258,-103.6605,51.19,31,0,4.61,US,1732325351
380,bengkulu,-3.8004,102.2655,74.88,98,100,4.45,ID,1732325352
381,koping,59.514,15.9926,20.01,61,32,5.37,SE,1732325354
382,shakiso,5.75,38.9167,57.29,97,98,3.04,ET,1732325356
383,hell-ville,-13.4,48.2667,79.7,78,16,3.29,MG,1732325357
384,manistee,44.2445,-86.3242,44.94,53,100,9.22,US,1732325358
385,bardai,11.65,7.2333,64.33,20,95,8.57,NG,1732325360
386,sisimiut,66.9395,-53.6735,18.41,69,46,16.62,GL,1732325362
387,brookings,44.3114,-96.7984,33.8,83,0,4.61,US,1732325234
388,masterton,-40.9597,175.6575,54.07,75,100,3.51,NZ,1732325364
389,bocas del toro,9.3333,-82.25,76.68,91,100,9.19,PA,1732325365
390,vallenar,-28.5708,-70.7581,64.6,47,5,1.88,CL,1732325367
391,mek'ele,13.4967,39.4753,58.5,90,12,6.82,ET,1732325368
392,new norfolk,-42.7826,147.0587,77.72,29,100,3.15,AU,1732325369
393,beruniy,41.6911,60.7525,31.96,93,0,4.61,UZ,1732325371
394,krokek,58.6667,16.4,20.86,79,60,5.75,SE,1732325372
395,uige,-7.6087,15.0613,67.01,99,95,0.2,AO,1732325373
396,kihurio,-4.4667,38.0667,72.84,93,98,3.94,TZ,1732325374
397,berezovyy,51.6667,135.7,18.09,66,4,2.19,RU,1732325376
398,orahovac,42.3994,20.6547,34.36,87,100,8.61,XK,1732325377
399,katsuura,35.1333,140.3,55.72,51,21,16.84,JP,1732325378
400,tromso,69.6496,18.957,32.02,93,100,12.66,NO,1732325169
401,berdigestyakh,62.0989,126.6992,0.77,89,25,7.58,RU,1732325381
402,erenhot,43.6475,111.9767,33.1,52,71,8.03,CN,1732325382
403,la'ie,21.6477,-157.9253,84.16,63,99,4.0,US,1732325383
404,lazaro cardenas,17.9583,-102.2,79.56,83,11,2.17,MX,1732325385
405,menongue,-14.6585,17.691,62.67,89,100,2.57,AO,1732325386
406,nagqu,31.5,92.0,22.08,24,100,0.81,CN,1732325388
407,bakchar,57.0186,82.0711,10.36,83,100,4.79,RU,1732325390
408,afaahiti,-17.75,-149.2833,76.39,86,54,13.31,PF,1732325391
409,happy valley-goose bay,53.3168,-60.3315,28.71,93,75,3.44,CA,1732325287
410,onega,63.9061,38.1404,31.19,81,99,17.58,RU,1732325394
411,fauske,67.2588,15.3918,23.95,85,100,8.19,NO,1732325395
412,meulaboh,4.1363,96.1285,77.43,88,100,6.15,ID,1732325396
413,nicoya,10.1483,-85.452,73.65,90,100,5.44,CR,1732325397
414,nikolayevsk,50.0282,45.4595,35.78,85,100,6.29,RU,1732325399
415,shemysheyka,52.892,45.3928,33.24,84,100,12.46,RU,1732325400
416,wladyslawowo,54.7909,18.4009,33.94,66,100,22.84,PL,1732325401
417,raduzhny,62.0961,77.475,14.56,93,100,12.3,RU,1732325402
418,fort mcmurray,56.7268,-111.381,8.19,85,100,6.91,CA,1732325404
419,illizi,26.4833,8.4667,61.23,41,0,3.0,DZ,1732325405
420,vadso,70.0744,29.7487,32.16,86,75,35.68,NO,1732325407
421,ciudad lazaro cardenas,17.9583,-102.2,79.25,83,18,2.28,MX,1732325408
422,tambopata,-12.7333,-69.1833,72.68,99,89,2.98,PE,1732325409
423,kailua-kona,19.6406,-155.9956,83.28,75,0,9.22,US,1732325410
424,port douglas,-16.4833,145.4667,79.99,80,57,13.91,AU,1732325411
425,suntar,62.1444,117.6319,25.09,96,98,6.96,RU,1732325413
426,mana,5.6592,-53.7767,79.21,87,96,9.35,GF,1732325414
427,guerrero negro,27.9769,-114.0611,61.86,75,100,8.61,MX,1732325415
428,kolonia,50.9333,6.95,35.13,89,75,3.44,DE,1732325417
429,sona,45.4388,10.8255,33.85,60,0,11.48,IT,1732325418
430,wynyard,-41.0,145.7167,66.18,70,100,10.0,AU,1732325419
431,woolgoolga,-30.1106,153.2007,76.87,68,1,10.16,AU,1732325421
432,ambovombe,-25.1667,46.0833,73.22,77,1,5.48,MG,1732325423
433,lospalos,-8.5186,127.0025,89.46,45,48,7.96,TL,1732325426
434,timbuktu,16.7735,-3.0074,74.64,13,6,9.64,ML,1732325428
435,tanggu,39.0211,117.6469,44.56,58,58,8.57,CN,1732325429
436,brigantine,39.4101,-74.3646,39.4,93,100,10.36,US,1732325431
437,san luis,-33.295,-66.3356,74.95,42,0,9.42,AR,1732325435
438,kerikeri,-35.2268,173.9474,70.3,41,13,3.04,NZ,1732325437
439,dunedin,-45.8742,170.5036,51.8,80,99,7.0,NZ,1732325438
440,cut off,29.5427,-90.3381,54.0,59,0,4.85,US,1732325440
441,enriquillo,17.9,-71.2333,73.76,76,97,3.96,DO,1732325442
442,sanshui,23.1549,112.8916,62.35,68,100,7.78,CN,1732325444
443,usinsk,65.9939,57.5281,32.7,98,100,25.17,RU,1732325446
444,rio grande,-32.035,-52.0986,67.03,85,94,18.21,BR,1732325448
445,kavaratti,10.5669,72.642,81.46,77,100,11.65,IN,1732325450
446,ostersund,63.1792,14.6357,16.61,88,92,6.91,SE,1732325451
447,lagoa,39.05,-27.9833,65.41,89,100,30.62,PT,1732325453
448,luorong,24.4058,109.6086,63.0,60,2,7.56,CN,1732325455
449,motygino,58.1831,94.7592,-2.76,88,100,11.95,RU,1732325457
450,mitu,1.1983,-70.1733,72.09,99,98,2.3,CO,1732325459
451,papao,-17.75,-149.55,87.48,84,38,14.2,PF,1732325461
452,embi,48.8264,58.1442,30.74,66,98,8.5,KZ,1732325462
453,keflavik,64.0049,-22.5624,28.83,64,0,16.11,IS,1732325464
454,zhanibek,49.4167,46.85,40.14,94,100,9.37,KZ,1732325466
455,las heras,-46.5419,-68.9359,56.68,45,0,27.63,AR,1732325467
456,belleville,44.1788,-77.3705,42.53,93,75,5.75,CA,1732325275
457,labuan,5.2767,115.2417,88.16,70,20,1.14,MY,1732325470
458,sparti,37.0733,22.4297,64.94,93,100,1.95,GR,1732325471
459,saint-philippe,-21.3585,55.7679,76.96,85,40,16.53,RE,1732325472
460,arua,3.0201,30.9111,62.67,90,100,4.27,UG,1732325474
461,labrador city,52.9463,-66.9114,23.18,80,75,11.01,CA,1732325475
462,puerto san jose,13.9256,-90.8244,78.64,78,100,5.68,GT,1732325476
463,nianzishan,47.5167,122.8833,23.83,62,100,5.19,CN,1732325477
464,hilo,19.7297,-155.09,77.95,81,100,5.75,US,1732325478
465,lorengau,-2.0226,147.2712,84.47,72,99,4.76,PG,1732325480
466,ola,59.5833,151.2833,16.74,81,20,7.2,RU,1732325481
467,touros,-5.1989,-35.4608,77.16,78,22,9.22,BR,1732325482
468,tangzhai,34.4328,116.5911,50.34,49,21,10.16,CN,1732325484
469,port alberni,49.2413,-124.8028,45.93,93,99,10.0,CA,1732325458
470,simpang,-1.2667,104.0833,78.13,92,100,5.59,ID,1732325488
471,qamdo,31.1667,97.2333,28.65,39,100,8.61,CN,1732325489
472,nadym,65.5333,72.5167,16.12,94,97,17.0,RU,1732325490
473,trunovskoye,45.4878,42.1358,44.96,81,11,17.11,RU,1732325493
474,munsan,37.8594,126.785,45.3,35,34,4.76,KR,1732325494
475,severo-yeniseyskiy,60.3725,93.0408,-6.68,95,100,10.8,RU,1732325495
476,mil'kovo,55.6078,37.7956,33.94,68,100,16.71,RU,1732325496
477,sao paulo de olivenca,-3.3783,-68.8725,73.71,99,100,0.96,BR,1732325498
478,hadibu,12.65,54.0333,76.96,75,80,8.93,YE,1732325499
479,pangai,-19.8,-174.35,78.91,83,40,10.36,TO,1732325500
480,novodvinsk,64.4165,40.8122,33.55,84,100,14.45,RU,1732325502
481,jumla,29.2747,82.1838,38.52,48,0,4.56,NP,1732325504
482,longquan,24.6719,102.1613,56.3,88,24,4.07,CN,1732325505
483,phalaborwa,-23.943,31.1411,76.84,52,95,0.63,ZA,1732325507
484,nizhnesortymskiy,62.4397,71.7603,21.16,91,63,16.8,RU,1732325509
485,ponta delgada,37.7333,-25.6667,68.72,94,75,12.66,PT,1732325511
486,cova figueira,14.8905,-24.2934,67.5,74,53,7.65,CV,1732325513
487,paradip garh,20.3167,86.6167,69.31,68,100,7.27,IN,1732325515
488,torghay,49.6339,63.4981,27.81,72,1,7.38,KZ,1732325516
489,vila velha,-20.3297,-40.2925,73.35,98,75,12.66,BR,1732325518
490,porecatu,-22.7558,-51.3792,76.93,63,100,10.58,BR,1732325519
491,ketchikan,55.3422,-131.6461,44.58,48,0,12.66,US,1732325521
492,tete,-16.1564,33.5867,82.49,57,0,0.0,MZ,1732325522
493,sukhobezvodnoye,57.0491,44.8891,31.39,77,100,9.69,RU,1732325524
494,aginskoye,51.1,114.53,14.97,97,100,3.51,RU,1732325525
495,atakpame,7.5333,1.1333,73.54,69,4,1.99,TG,1732325526
496,kurmuk,10.55,34.2833,74.01,64,50,2.24,SD,1732325527
497,komsomolets,53.7453,62.0708,21.78,86,81,9.93,KZ,1732325528
498,trecate,45.4348,8.7368,34.77,63,0,6.4,IT,1732325530
499,north bend,43.4065,-124.2243,51.71,87,0,5.75,US,1732325304
500,mwinilunga,-11.7358,24.4293,62.83,94,91,3.29,ZM,1732325532
501,gifford,27.6753,-80.4092,55.04,73,0,5.75,US,1732325533
502,kalymnos,36.95,26.9833,69.33,88,20,14.97,GR,1732325535
503,vel'sk,61.0701,42.0983,31.17,72,100,13.27,RU,1732325536
504,iskateley,67.6803,53.1512,31.84,91,100,18.48,RU,1732325537
505,pustoshka,56.3355,29.369,30.96,76,100,2.06,RU,1732325538
506,portland,45.5234,-122.6762,53.02,83,100,11.99,US,1732325403
507,lodja,-3.4833,23.4333,69.1,100,100,1.3,CD,1732325541
508,urengoy,65.9667,78.3667,11.44,94,100,17.94,RU,1732325542
509,livingston,55.9029,-3.5226,35.11,88,100,3.85,GB,1732325544
510,kourou,5.1552,-52.6478,76.91,93,79,5.77,GF,1732325545
511,cururupu,-1.8283,-44.8683,73.63,88,1,2.51,BR,1732325546
512,faya-largeau,17.9257,19.1043,67.46,27,0,13.67,TD,1732325547
513,kamaishi,39.2667,141.8833,49.46,47,13,9.06,JP,1732325550
514,sechura,-5.5569,-80.8222,66.04,83,56,12.37,PE,1732325551
515,sharypovo,55.5403,89.2008,0.68,93,20,2.3,RU,1732325553
516,vanino,49.0869,140.2543,26.38,50,13,8.46,RU,1732325554
517,birao,10.2849,22.7882,65.43,34,37,4.83,CF,1732325555
518,loja,-3.9931,-79.2042,57.2,86,99,0.43,EC,1732325540
519,las lomitas,-24.7096,-60.593,76.21,57,44,5.1,AR,1732325558
520,itamaraca,-7.7478,-34.8256,76.33,83,45,8.43,BR,1732325560
521,richards bay,-28.783,32.0377,71.51,94,1,4.14,ZA,1732325561
522,porto novo,6.4965,2.6036,84.02,85,77,3.6,BJ,1732325562
523,nakamura,32.9833,132.9333,58.77,50,100,3.67,JP,1732325563
524,mabaruma,8.2,-59.7833,75.49,93,10,1.97,GY,1732325565
525,simenqian,27.4872,110.8861,52.74,75,100,3.06,CN,1732325567
526,junnar,19.2,73.8833,63.3,63,100,5.19,IN,1732325569
527,sangin,32.0728,64.8359,55.38,41,0,1.66,AF,1732325570
528,shantobe,52.4581,68.1839,10.13,96,41,5.64,KZ,1732325571
529,tabua,40.3327,-8.0141,52.18,94,84,4.99,PT,1732325573
530,xam nua,20.4197,104.0439,65.93,68,39,3.67,LA,1732325574
531,wewak,-3.5534,143.6268,83.41,77,67,5.95,PG,1732325577
532,hakkari,37.5833,44.1667,24.58,100,40,0.0,TR,1732325579
533,dokkum,53.3222,5.997,39.18,80,75,13.8,NL,1732325580
534,tarawa,1.419,172.984,89.69,62,75,16.11,KI,1732325582
535,mugumu,-1.85,34.7,62.73,92,98,1.77,TZ,1732325583
536,monrovia,6.3005,-10.7969,78.78,84,10,4.97,LR,1732325571
537,bela vista,-22.1089,-56.5211,78.55,75,83,2.48,BR,1732325586
538,posto fiscal rolim de moura,-13.0833,-62.2667,72.97,98,100,1.23,BR,1732325587
539,kashmar,35.2383,58.4656,50.86,55,0,3.87,IR,1732325588
540,petawawa,45.9001,-77.3328,40.78,88,100,1.99,CA,1732325590
541,hede,33.7681,120.2517,55.53,48,4,8.7,CN,1732325591
542,vega de alatorre,20.0333,-96.6333,72.99,63,73,3.65,MX,1732325592
543,rojhan,28.6868,69.9534,66.13,36,0,0.85,PK,1732325593
544,kabinda,-6.1333,24.4833,66.54,98,100,3.13,CD,1732325595
545,muscat,23.6139,58.5922,74.71,55,0,0.89,OM,1732325596
546,greenville,35.6127,-77.3663,45.12,52,0,5.75,US,1732325554
547,el nido,11.1858,119.3956,89.15,70,87,16.8,PH,1732325598
548,verkhnevilyuysk,63.4453,120.3167,20.23,96,100,6.11,RU,1732325600
549,alo,6.5486,4.2686,77.85,84,45,1.34,NG,1732325601
550,ishigaki,24.3448,124.1572,75.33,64,75,18.41,JP,1732325602
551,semenov,56.7875,44.493,31.53,78,89,9.62,RU,1732325603
552,san isidro de curuguaty,-24.5167,-55.7,74.43,86,10,3.62,PY,1732325605
553,strezhevoy,60.7333,77.5889,16.93,91,100,11.65,RU,1732325606
554,minab,27.1467,57.0801,74.62,74,34,4.65,IR,1732325607
555,kirensk,57.7853,108.1119,22.19,89,61,11.63,RU,1732325608
556,kaga bandoro,6.9896,19.1874,67.68,40,37,1.66,CF,1732325610
